Nome estacao,Nr Rack,Area Linha Separaçao,Linha,Coluna,Codigo Material,Conferencia Obrigatoria
COLMÉIA,1,2,61,L,55143,0
COLMÉIA,1,2,61,M,86333,0
COLMÉIA,1,2,61,N,59037,0
COLMÉIA,1,2,61,O,59387,0
COLMÉIA,1,2,61,P,77133,0
COLMÉIA,1,2,61,Q,59029,0
COLMÉIA,1,2,61,R,57207,0
COLMÉIA,1,2,61,S,82099,0
COLMÉIA,1,2,61,T,47803,0
COLMÉIA,1,2,62,A,83550,0
COLMÉIA,1,2,62,B,,0
COLMÉIA,1,2,62,C,51467,0
COLMÉIA,1,2,62,D,77149,0
COLMÉIA,1,2,62,E,86374,0
COLMÉIA,1,2,62,F,96724,0
COLMÉIA,1,2,62,G,55993,0
COLMÉIA,1,2,62,H,52033,0
COLMÉIA,1,2,62,I,04473,0
COLMÉIA,1,2,62,J,53459,0
COLMÉIA,1,2,62,K,57759,0
COLMÉIA,1,2,62,L,89780,0
COLMÉIA,1,2,62,M,04522,0
COLMÉIA,1,2,62,N,56694,0
COLMÉIA,1,2,62,O,53036,0
COLMÉIA,1,2,62,P,79489,0
COLMÉIA,1,2,62,Q,84754,0
COLMÉIA,1,2,62,R,50207,0
COLMÉIA,1,2,62,S,77131,0
COLMÉIA,1,2,62,T,52482,0
COLMÉIA,1,2,63,A,84241,0
COLMÉIA,1,2,63,B,54121,0
COLMÉIA,1,2,63,C,52654,0
COLMÉIA,1,2,63,D,90308,0
COLMÉIA,1,2,63,E,87600,0
COLMÉIA,1,2,63,F,48771,0
COLMÉIA,1,2,63,G,47729,0
COLMÉIA,1,2,63,H,56055,0
COLMÉIA,1,2,63,I,59174,0
COLMÉIA,1,2,63,J,86332,0
COLMÉIA,1,2,63,K,83457,0
COLMÉIA,1,2,63,L,88910,0
COLMÉIA,1,2,63,M,57210,0
COLMÉIA,1,2,63,N,47321,0
COLMÉIA,1,2,63,O,51235,0
COLMÉIA,1,2,63,P,74236,0
COLMÉIA,1,2,63,Q,59877,0
COLMÉIA,1,2,63,R,57755,0
COLMÉIA,1,2,63,S,49813,0
COLMÉIA,1,2,63,T,86272,0
COLMÉIA,1,2,64,A,51526,0
COLMÉIA,1,2,64,B,74186,0
COLMÉIA,1,2,64,C,84125,0
COLMÉIA,1,2,64,D,50410,0
COLMÉIA,1,2,64,E,85121,0
COLMÉIA,1,2,64,F,59766,0
COLMÉIA,1,2,64,G,47611,0
COLMÉIA,1,2,64,H,58205,0
COLMÉIA,1,2,64,I,47619,0
COLMÉIA,1,2,64,J,83965,0
COLMÉIA,1,2,64,K,87765,0
COLMÉIA,1,2,64,L,87780,0
COLMÉIA,1,2,64,M,59018,0
COLMÉIA,1,2,64,N,04443,0
COLMÉIA,1,2,64,O,04481,0
COLMÉIA,1,2,64,P,50016,0
COLMÉIA,1,2,64,Q,87031,0
COLMÉIA,1,2,64,R,49950,0
COLMÉIA,1,2,64,S,85104,0
COLMÉIA,1,2,64,T,55427,0
COLMÉIA,1,2,65,A,,0
COLMÉIA,1,2,65,B,,0
COLMÉIA,1,2,65,C,,0
COLMÉIA,1,2,65,D,,0
COLMÉIA,1,2,65,E,,0
COLMÉIA,1,2,65,F,,0
COLMÉIA,1,2,65,G,,0
COLMÉIA,1,2,65,H,,0
COLMÉIA,1,2,65,I,,0
COLMÉIA,1,2,65,J,,0
COLMÉIA,1,2,65,K,,0
COLMÉIA,1,2,65,L,,0
COLMÉIA,1,2,65,M,,0
COLMÉIA,1,2,65,N,,0
COLMÉIA,1,2,65,O,,0
COLMÉIA,1,2,65,P,,0
COLMÉIA,1,2,65,Q,,0
COLMÉIA,1,2,65,R,,0
COLMÉIA,1,2,65,S,,0
COLMÉIA,1,2,65,T,,0
COLMÉIA,1,2,66,A,,0
COLMÉIA,1,2,66,B,,0
COLMÉIA,1,2,66,C,,0
COLMÉIA,1,2,66,D,,0
COLMÉIA,1,2,66,E,,0
COLMÉIA,1,2,66,F,,0
COLMÉIA,1,2,66,G,,0
COLMÉIA,1,2,66,H,,0
COLMÉIA,1,2,66,I,,0
COLMÉIA,1,2,66,J,,0
COLMÉIA,1,2,66,K,,0
COLMÉIA,1,2,66,L,,0
COLMÉIA,1,2,66,M,,0
COLMÉIA,1,2,66,N,,0
COLMÉIA,1,2,66,O,,0
COLMÉIA,1,2,66,P,,0
COLMÉIA,1,2,66,Q,,0
COLMÉIA,1,2,66,R,,0
COLMÉIA,1,2,66,S,,0
COLMÉIA,1,2,66,T,,0
COLMÉIA,1,2,67,A,,0
COLMÉIA,1,2,67,B,,0
COLMÉIA,1,2,67,C,,0
COLMÉIA,1,2,67,D,,0
COLMÉIA,1,2,67,E,,0
COLMÉIA,1,2,67,F,,0
COLMÉIA,1,2,67,G,,0
COLMÉIA,1,2,67,H,,0
COLMÉIA,1,2,67,I,,0
COLMÉIA,1,2,67,J,,0
COLMÉIA,1,2,67,K,,0
COLMÉIA,1,2,67,L,,0
COLMÉIA,1,2,67,M,,0
COLMÉIA,1,2,67,N,,0
COLMÉIA,1,2,67,O,,0
COLMÉIA,1,2,67,P,,0
COLMÉIA,1,2,67,Q,,0
COLMÉIA,1,2,67,R,,0
COLMÉIA,1,2,67,S,,0
COLMÉIA,1,2,67,T,,0
COLMÉIA,1,2,68,A,,0
COLMÉIA,1,2,68,B,,0
COLMÉIA,1,2,68,C,,0
COLMÉIA,1,2,68,D,,0
COLMÉIA,1,2,68,E,,0
COLMÉIA,1,2,68,F,,0
COLMÉIA,1,2,68,G,,0
COLMÉIA,1,2,68,H,,0
COLMÉIA,1,2,68,I,,0
COLMÉIA,1,2,68,J,,0
COLMÉIA,1,2,68,K,,0
COLMÉIA,1,2,68,L,,0
COLMÉIA,1,2,68,M,,0
COLMÉIA,1,2,68,N,,0
COLMÉIA,1,2,68,O,,0
COLMÉIA,1,2,68,P,,0
COLMÉIA,1,2,68,Q,,0
COLMÉIA,1,2,68,R,,0
COLMÉIA,1,2,68,S,,0
COLMÉIA,1,2,68,T,,0
COLMÉIA,1,2,69,A,,0
COLMÉIA,1,2,69,B,,0
COLMÉIA,1,2,69,C,,0
COLMÉIA,1,2,69,D,,0
COLMÉIA,1,2,69,E,,0
COLMÉIA,1,2,69,F,,0
COLMÉIA,1,2,69,G,,0
COLMÉIA,1,2,69,H,,0
COLMÉIA,1,2,69,I,,0
COLMÉIA,1,2,69,J,,0
COLMÉIA,1,2,69,K,,0
COLMÉIA,1,2,69,L,,0
COLMÉIA,1,2,69,M,,0
COLMÉIA,1,2,69,N,,0
COLMÉIA,1,2,69,O,,0
COLMÉIA,1,2,69,P,,0
COLMÉIA,1,2,69,Q,,0
COLMÉIA,1,2,69,R,,0
COLMÉIA,1,2,69,S,,0
COLMÉIA,1,2,69,T,,0
COLMÉIA,1,2,70,A,,0
COLMÉIA,1,2,70,B,,0
COLMÉIA,1,2,70,C,,0
COLMÉIA,1,2,70,D,,0
COLMÉIA,1,2,70,E,,0
COLMÉIA,1,2,70,F,,0
COLMÉIA,1,2,70,G,,0
COLMÉIA,1,2,70,H,,0
COLMÉIA,1,2,70,I,,0
COLMÉIA,1,2,70,J,,0
COLMÉIA,1,2,70,K,,0
COLMÉIA,1,2,70,L,,0
COLMÉIA,1,2,70,M,,0
COLMÉIA,1,2,70,N,,0
COLMÉIA,1,2,70,O,,0
COLMÉIA,1,2,70,P,,0
COLMÉIA,1,2,70,Q,,0
COLMÉIA,1,2,70,R,,0
COLMÉIA,1,2,70,S,,0
COLMÉIA,1,2,70,T,,0
RUA 1,2,1,1,A,83060,0
RUA 1,2,1,1,B,59466,0
RUA 1,2,1,1,C,86990,0
RUA 1,2,1,1,D,49958,0
RUA 1,2,1,1,E,,0
RUA 1,2,1,2,A,50022,0
RUA 1,2,1,2,B,47339,0
RUA 1,2,1,2,C,53415,0
RUA 1,2,1,2,D,,0
RUA 1,2,1,2,E,,0
RUA 1,2,1,3,A,51448,0
RUA 1,2,1,3,B,76700,0
RUA 1,2,1,3,C,88895,0
RUA 1,2,1,3,D,,0
RUA 1,2,1,3,E,,0
RUA 1,2,1,4,A,25458,0
RUA 1,2,1,4,B,89331,0
RUA 1,2,1,4,C,59516,0
RUA 1,2,1,4,D,,0
RUA 1,2,1,4,E,,0
RUA 1,2,1,5,A,52044,0
RUA 1,2,1,5,B,48060,0
RUA 1,2,1,5,C,88082,0
RUA 1,2,1,5,D,,0
RUA 1,2,1,5,E,,0
RUA 1,2,1,6,A,48315,0
RUA 1,2,1,6,B,77524,0
RUA 1,2,1,6,C,59517,0
RUA 1,2,1,6,D,,0
RUA 1,2,1,6,E,,0
RUA 1,3,1,1,A,84974,0
RUA 1,3,1,1,B,48310,0
RUA 1,3,1,1,C,51225,0
RUA 1,3,1,1,D,,0
RUA 1,3,1,1,E,,0
RUA 1,3,1,2,A,48313,0
RUA 1,3,1,2,B,86116,0
RUA 1,3,1,2,C,72050,0
RUA 1,3,1,2,D,,0
RUA 1,3,1,2,E,,0
RUA 1,3,1,3,A,52493,0
RUA 1,3,1,3,B,88395,0
RUA 1,3,1,3,C,48150,0
RUA 1,3,1,3,D,75033,0
RUA 1,3,1,3,E,,0
RUA 1,3,1,4,A,,0
RUA 1,3,1,4,B,50881,0
RUA 1,3,1,4,C,51226,0
RUA 1,3,1,4,D,48723,0
RUA 1,3,1,4,E,,0
RUA 1,3,1,5,A,,0
RUA 1,3,1,5,B,51147,0
RUA 1,3,1,5,C,76621,0
RUA 1,3,1,5,D,,0
RUA 1,3,1,5,E,,0
RUA 1,3,1,6,A,88364,0
RUA 1,3,1,6,B,51130,0
RUA 1,3,1,6,C,47908,0
RUA 1,3,1,6,D,,0
RUA 1,3,1,6,E,,0
RUA 1,4,1,1,A,56404,0
RUA 1,4,1,1,B,48646,0
RUA 1,4,1,1,C,53835,0
RUA 1,4,1,1,D,,0
RUA 1,4,1,1,E,,0
RUA 1,4,1,2,A,48685,0
RUA 1,4,1,2,B,83061,0
RUA 1,4,1,2,C,59147,0
RUA 1,4,1,2,D,,0
RUA 1,4,1,2,E,,0
RUA 1,4,1,3,A,84487,0
RUA 1,4,1,3,B,84230,0
RUA 1,4,1,3,C,87920,0
RUA 1,4,1,3,D,84488,0
RUA 1,4,1,3,E,,0
RUA 1,4,1,4,A,58315,0
RUA 1,4,1,4,B,,0
RUA 1,4,1,4,C,54896,0
RUA 1,4,1,4,D,,0
RUA 1,4,1,4,E,,0
RUA 1,4,1,5,A,48625,0
RUA 1,4,1,5,B,56689,0
RUA 1,4,1,5,C,84182,0
RUA 1,4,1,5,D,,0
RUA 1,4,1,5,E,,0
RUA 1,4,1,6,A,74740,0
RUA 1,4,1,6,B,59555,0
RUA 1,4,1,6,C,94539,0
RUA 1,4,1,6,D,,0
RUA 1,4,1,6,E,,0
RUA 1,5,1,1,A,89840,0
RUA 1,5,1,1,B,57652,0
RUA 1,5,1,1,C,86010,0
RUA 1,5,1,1,D,86009,0
RUA 1,5,1,1,E,54474,0
RUA 1,5,1,1,F,59629,0
RUA 1,5,1,2,A,46751,0
RUA 1,5,1,2,B,58254,0
RUA 1,5,1,2,C,86011,0
RUA 1,5,1,2,D,89047,0
RUA 1,5,1,2,E,86027,0
RUA 1,5,1,2,F,03505;3505,0
RUA 1,5,1,3,A,58252,0
RUA 1,5,1,3,B,59626,0
RUA 1,5,1,3,C,86007,0
RUA 1,5,1,3,D,94682,0
RUA 1,5,1,3,E,89048,0
RUA 1,5,1,3,F,86908,0
RUA 1,5,1,4,A,59614,0
RUA 1,5,1,4,B,02501,0
RUA 1,5,1,4,C,48558,0
RUA 1,5,1,4,D,,0
RUA 1,5,1,4,E,,0
RUA 1,5,1,4,F,,0
RUA 1,5,1,5,A,86008,0
RUA 1,5,1,5,B,,0
RUA 1,5,1,5,C,,0
RUA 1,5,1,5,D,,0
RUA 1,5,1,5,E,,0
RUA 1,5,1,5,F,,0
RUA 1,5,1,6,A,89843,0
RUA 1,5,1,6,B,90452,0
RUA 1,5,1,6,C,56657,0
RUA 1,5,1,6,D,92429,0
RUA 1,5,1,6,E,57634,0
RUA 1,5,1,6,F,46607,0
RUA 1,6,1,1,A,51802,0
RUA 1,6,1,1,B,52021,0
RUA 1,6,1,1,C,52019,0
RUA 1,6,1,1,D,05009;5009,0
RUA 1,6,1,1,E,51784,0
RUA 1,6,1,2,A,47779,0
RUA 1,6,1,2,B,51806,0
RUA 1,6,1,2,C,51803,0
RUA 1,6,1,2,D,52853,0
RUA 1,6,1,2,E,48720,0
RUA 1,6,1,3,A,59132,0
RUA 1,6,1,3,B,59845,0
RUA 1,6,1,3,C,51805,0
RUA 1,6,1,3,D,52852,0
RUA 1,6,1,3,E,49013,0
RUA 1,6,1,4,A,52023,0
RUA 1,6,1,4,B,52040,0
RUA 1,6,1,4,C,52024,0
RUA 1,6,1,4,D,05125,0
RUA 1,6,1,4,E,51785,0
RUA 1,6,1,5,A,51808,0
RUA 1,6,1,5,B,52018,0
RUA 1,6,1,5,C,47777,0
RUA 1,6,1,5,D,52856,0
RUA 1,6,1,5,E,51786,0
RUA 1,6,1,6,A,51801,0
RUA 1,6,1,6,B,52025,0
RUA 1,6,1,6,C,52022,0
RUA 1,6,1,6,D,52857,0
RUA 1,6,1,6,E,51775,0
RUA 1,7,1,1,A,77990,0
RUA 1,7,1,1,B,48375,0
RUA 1,7,1,1,C,80849,0
RUA 1,7,1,1,D,87918,0
RUA 1,7,1,1,E,,0
RUA 1,7,1,2,A,48058,0
RUA 1,7,1,2,B,59145,0
RUA 1,7,1,2,C,52589,0
RUA 1,7,1,2,D,,0
RUA 1,7,1,2,E,48514,0
RUA 1,7,1,3,A,77685,0
RUA 1,7,1,3,B,85796,0
RUA 1,7,1,3,C,88201,0
RUA 1,7,1,3,D,57488,0
RUA 1,7,1,3,E,,0
RUA 1,7,1,4,A,81423,0
RUA 1,7,1,4,B,85239,0
RUA 1,7,1,4,C,77689,0
RUA 1,7,1,4,D,86988,0
RUA 1,7,1,4,E,,0
RUA 1,7,1,5,A,57890,0
RUA 1,7,1,5,B,,0
RUA 1,7,1,5,C,94758,0
RUA 1,7,1,5,D,48510,0
RUA 1,7,1,5,E,50017,0
RUA 1,7,1,6,A,48645,0
RUA 1,7,1,6,B,48181,0
RUA 1,7,1,6,C,85797,0
RUA 1,7,1,6,D,90298,0
RUA 1,7,1,6,E,48513,0
RUA 1,8,1,1,A,55223,0
RUA 1,8,1,1,B,51500,0
RUA 1,8,1,1,C,57369,0
RUA 1,8,1,1,D,53921,0
RUA 1,8,1,1,E,70683,0
RUA 1,8,1,2,A,54169,0
RUA 1,8,1,2,B,51436,0
RUA 1,8,1,2,C,52164,0
RUA 1,8,1,2,D,83684,0
RUA 1,8,1,2,E,,0
RUA 1,8,1,3,A,55222,0
RUA 1,8,1,3,B,70669,0
RUA 1,8,1,3,C,52110,0
RUA 1,8,1,3,D,48745,0
RUA 1,8,1,3,E,,0
RUA 1,8,1,4,A,49265,0
RUA 1,8,1,4,B,70668,0
RUA 1,8,1,4,C,52136,0
RUA 1,8,1,4,D,55221,0
RUA 1,8,1,4,E,,0
RUA 1,8,1,5,A,49264,0
RUA 1,8,1,5,B,55245,0
RUA 1,8,1,5,C,52175,0
RUA 1,8,1,5,D,56601,0
RUA 1,8,1,5,E,,0
RUA 1,8,1,6,A,51438,0
RUA 1,8,1,6,B,55243,0
RUA 1,8,1,6,C,52172,0
RUA 1,8,1,6,D,52147,0
RUA 1,8,1,6,E,59170,0
RUA 1,9,1,1,A,83068,0
RUA 1,9,1,1,B,19734,0
RUA 1,9,1,1,C,55363,0
RUA 1,9,1,1,D,53518,0
RUA 1,9,1,1,E,74722,0
RUA 1,9,1,2,A,48734,0
RUA 1,9,1,2,B,47905,0
RUA 1,9,1,2,C,47553,0
RUA 1,9,1,2,D,77988,0
RUA 1,9,1,2,E,,0
RUA 1,9,1,3,A,77517,0
RUA 1,9,1,3,B,48145,0
RUA 1,9,1,3,C,54657,0
RUA 1,9,1,3,D,48146,0
RUA 1,9,1,3,E,,0
RUA 1,9,1,4,A,71877,0
RUA 1,9,1,4,B,48361,0
RUA 1,9,1,4,C,49807,0
RUA 1,9,1,4,D,81331,0
RUA 1,9,1,4,E,,0
RUA 1,9,1,5,A,22249,0
RUA 1,9,1,5,B,22248,0
RUA 1,9,1,5,C,49353,0
RUA 1,9,1,5,D,49680,0
RUA 1,9,1,5,E,,0
RUA 1,9,1,6,A,77989,0
RUA 1,9,1,6,B,48352,0
RUA 1,9,1,6,C,89261,0
RUA 1,9,1,6,D,83971,0
RUA 1,9,1,6,E,,0
RUA 1,10,1,1,A,73613,0
RUA 1,10,1,1,B,52507,0
RUA 1,10,1,1,C,48142,0
RUA 1,10,1,1,D,74096,0
RUA 1,10,1,1,E,,0
RUA 1,10,1,2,A,80971,0
RUA 1,10,1,2,B,58372,0
RUA 1,10,1,2,C,52752,0
RUA 1,10,1,2,D,74055,0
RUA 1,10,1,2,E,,0
RUA 1,10,1,3,A,83756,0
RUA 1,10,1,3,B,49252,0
RUA 1,10,1,3,C,81384,0
RUA 1,10,1,3,D,74103,0
RUA 1,10,1,3,E,,0
RUA 1,10,1,4,A,48139,0
RUA 1,10,1,4,B,48136,0
RUA 1,10,1,4,C,74043,0
RUA 1,10,1,4,D,81108,0
RUA 1,10,1,4,E,84209,0
RUA 1,10,1,5,A,58373,0
RUA 1,10,1,5,B,51213,0
RUA 1,10,1,5,C,81849,0
RUA 1,10,1,5,D,51704,0
RUA 1,10,1,5,E,48141,0
RUA 1,10,1,6,A,74031,0
RUA 1,10,1,6,B,49249,0
RUA 1,10,1,6,C,81756,0
RUA 1,10,1,6,D,48307,0
RUA 1,10,1,6,E,,0
RUA 2,2,1,1,A,76665,0
RUA 2,2,1,1,B,50831;89258,0
RUA 2,2,1,1,C,49244,0
RUA 2,2,1,1,D,50732,0
RUA 2,2,1,1,E,,0
RUA 2,2,1,2,A,88019,0
RUA 2,2,1,2,B,51242,0
RUA 2,2,1,2,C,74444,0
RUA 2,2,1,2,D,50418,0
RUA 2,2,1,2,E,52057,0
RUA 2,2,1,3,A,54658,0
RUA 2,2,1,3,B,50662,0
RUA 2,2,1,3,C,50651,0
RUA 2,2,1,3,D,49766,0
RUA 2,2,1,3,E,47154,0
RUA 2,2,1,4,A,76664,0
RUA 2,2,1,4,B,87773,0
RUA 2,2,1,4,C,47851,0
RUA 2,2,1,4,D,76666,0
RUA 2,2,1,4,E,51131,0
RUA 2,2,1,5,A,49247,0
RUA 2,2,1,5,B,51244,0
RUA 2,2,1,5,C,49245,0
RUA 2,2,1,5,D,52029,0
RUA 2,2,1,5,E,,0
RUA 2,2,1,6,A,51395,0
RUA 2,2,1,6,B,51262,0
RUA 2,2,1,6,C,52898,0
RUA 2,2,1,6,D,84390,0
RUA 2,2,1,6,E,,0
RUA 2,3,1,1,A,56385,0
RUA 2,3,1,1,B,49250,0
RUA 2,3,1,1,C,58733,0
RUA 2,3,1,1,D,59436,0
RUA 2,3,1,1,E,55630,0
RUA 2,3,1,2,A,49154,0
RUA 2,3,1,2,B,87896,0
RUA 2,3,1,2,C,51387,0
RUA 2,3,1,2,D,82690,0
RUA 2,3,1,2,E,77777,0
RUA 2,3,1,3,A,88022,0
RUA 2,3,1,3,B,48296,0
RUA 2,3,1,3,C,85644,0
RUA 2,3,1,3,D,84213,0
RUA 2,3,1,3,E,53194,0
RUA 2,3,1,4,A,58729,0
RUA 2,3,1,4,B,88135,0
RUA 2,3,1,4,C,85645,0
RUA 2,3,1,4,D,48700,0
RUA 2,3,1,4,E,47147,0
RUA 2,3,1,5,A,70112,0
RUA 2,3,1,5,B,58526,0
RUA 2,3,1,5,C,50677,0
RUA 2,3,1,5,D,58919,0
RUA 2,3,1,5,E,47601,0
RUA 2,3,1,6,A,85054,0
RUA 2,3,1,6,B,55357,0
RUA 2,3,1,6,C,58644,0
RUA 2,3,1,6,D,85067,0
RUA 2,3,1,6,E,,0
RUA 2,4,1,1,A,48657,0
RUA 2,4,1,1,B,47597,0
RUA 2,4,1,1,C,86041,0
RUA 2,4,1,1,D,85122,0
RUA 2,4,1,1,E,,0
RUA 2,4,1,2,A,47150,0
RUA 2,4,1,2,B,53934,0
RUA 2,4,1,2,C,53935,0
RUA 2,4,1,2,D,53680,0
RUA 2,4,1,2,E,,0
RUA 2,4,1,3,A,47148,0
RUA 2,4,1,3,B,47843,0
RUA 2,4,1,3,C,51146,0
RUA 2,4,1,3,D,51164,0
RUA 2,4,1,3,E,,0
RUA 2,4,1,4,A,51129,0
RUA 2,4,1,4,B,83065,0
RUA 2,4,1,4,C,51229,0
RUA 2,4,1,4,D,88560,0
RUA 2,4,1,4,E,,0
RUA 2,4,1,5,A,53196,0
RUA 2,4,1,5,B,47149,0
RUA 2,4,1,5,C,53933,0
RUA 2,4,1,5,D,,0
RUA 2,4,1,5,E,,0
RUA 2,4,1,6,A,47151,0
RUA 2,4,1,6,B,51161,0
RUA 2,4,1,6,C,47145,0
RUA 2,4,1,6,D,01302,0
RUA 2,4,1,6,E,,0
RUA 2,5,1,1,A,53929,0
RUA 2,5,1,1,B,47146,0
RUA 2,5,1,1,C,56279,0
RUA 2,5,1,1,D,55652,0
RUA 2,5,1,1,E,,0
RUA 2,5,1,2,A,54154,0
RUA 2,5,1,2,B,85933,0
RUA 2,5,1,2,C,53447,0
RUA 2,5,1,2,D,53431,0
RUA 2,5,1,2,E,,0
RUA 2,5,1,3,A,48653,0
RUA 2,5,1,3,B,77486,0
RUA 2,5,1,3,C,51402,0
RUA 2,5,1,3,D,53074,0
RUA 2,5,1,3,E,,0
RUA 2,5,1,4,A,49242,0
RUA 2,5,1,4,B,47152,0
RUA 2,5,1,4,C,53930,0
RUA 2,5,1,4,D,48761,0
RUA 2,5,1,4,E,,0
RUA 2,5,1,5,A,49362,0
RUA 2,5,1,5,B,83960,0
RUA 2,5,1,5,C,56004,0
RUA 2,5,1,5,D,52885,0
RUA 2,5,1,5,E,,0
RUA 2,5,1,6,A,49022,0
RUA 2,5,1,6,B,48696,0
RUA 2,5,1,6,C,51215,0
RUA 2,5,1,6,D,86032,0
RUA 2,5,1,6,E,,0
RUA 2,6,1,1,A,81054,0
RUA 2,6,1,1,B,85675,0
RUA 2,6,1,1,C,50862,0
RUA 2,6,1,1,D,49016,0
RUA 2,6,1,1,E,,0
RUA 2,6,1,2,A,48790,0
RUA 2,6,1,2,B,85672,0
RUA 2,6,1,2,C,52895,0
RUA 2,6,1,2,D,85679,0
RUA 2,6,1,2,E,54234,0
RUA 2,6,1,3,A,50863,0
RUA 2,6,1,3,B,88913,0
RUA 2,6,1,3,C,89697,0
RUA 2,6,1,3,D,85671,0
RUA 2,6,1,3,E,80889,0
RUA 2,6,1,4,A,51167,0
RUA 2,6,1,4,B,90995,0
RUA 2,6,1,4,C,83212,0
RUA 2,6,1,4,D,87963,0
RUA 2,6,1,4,E,,0
RUA 2,6,1,5,A,77488,0
RUA 2,6,1,5,B,88396,0
RUA 2,6,1,5,C,83211,0
RUA 2,6,1,5,D,86030,0
RUA 2,6,1,5,E,47881;50653,0
RUA 2,6,1,6,A,74414,0
RUA 2,6,1,6,B,85678,0
RUA 2,6,1,6,C,84260,0
RUA 2,6,1,6,D,84255,0
RUA 2,6,1,6,E,,0
RUA 2,7,1,1,A,90370,0
RUA 2,7,1,1,B,84228,0
RUA 2,7,1,1,C,78000,0
RUA 2,7,1,1,D,80888,0
RUA 2,7,1,1,E,,0
RUA 2,7,1,2,A,74893,0
RUA 2,7,1,2,B,85482,0
RUA 2,7,1,2,C,48785,0
RUA 2,7,1,2,D,90376,0
RUA 2,7,1,2,E,,0
RUA 2,7,1,3,A,79417,0
RUA 2,7,1,3,B,79998,0
RUA 2,7,1,3,C,48779,0
RUA 2,7,1,3,D,29046,0
RUA 2,7,1,3,E,,0
RUA 2,7,1,4,A,87982,0
RUA 2,7,1,4,B,52892,0
RUA 2,7,1,4,C,49025,0
RUA 2,7,1,4,D,85483,0
RUA 2,7,1,4,E,,0
RUA 2,7,1,5,A,51581,0
RUA 2,7,1,5,B,83961,0
RUA 2,7,1,5,C,50956,0
RUA 2,7,1,5,D,39235,0
RUA 2,7,1,5,E,73381,0
RUA 2,7,1,6,A,49026,0
RUA 2,7,1,6,B,,0
RUA 2,7,1,6,C,51261,0
RUA 2,7,1,6,D,50125,0
RUA 2,7,1,6,E,51324,0
RUA 2,8,1,1,A,50678,0
RUA 2,8,1,1,B,56001,0
RUA 2,8,1,1,C,85919,0
RUA 2,8,1,1,D,59031,0
RUA 2,8,1,1,E,,0
RUA 2,8,1,2,A,94536,0
RUA 2,8,1,2,B,84705,0
RUA 2,8,1,2,C,59021,0
RUA 2,8,1,2,D,59493,0
RUA 2,8,1,2,E,53669,0
RUA 2,8,1,3,A,81568,0
RUA 2,8,1,3,B,86438,0
RUA 2,8,1,3,C,74965,0
RUA 2,8,1,3,D,59035,0
RUA 2,8,1,3,E,73794,0
RUA 2,8,1,4,A,77272,0
RUA 2,8,1,4,B,95454,1
RUA 2,8,1,4,C,94983,0
RUA 2,8,1,4,D,50212,0
RUA 2,8,1,4,E,50230,0
RUA 2,8,1,5,A,77270,0
RUA 2,8,1,5,B,90366,0
RUA 2,8,1,5,C,56005,0
RUA 2,8,1,5,D,50221,0
RUA 2,8,1,5,E,58968,0
RUA 2,8,1,6,A,82966,0
RUA 2,8,1,6,B,90378,0
RUA 2,8,1,6,C,55975,0
RUA 2,8,1,6,D,84055,0
RUA 2,8,1,6,E,84247,0
RUA 2,9,1,1,A,49039,0
RUA 2,9,1,1,B,73367,0
RUA 2,9,1,1,C,,0
RUA 2,9,1,1,D,89653,0
RUA 2,9,1,1,E,,0
RUA 2,9,1,2,A,90611,0
RUA 2,9,1,2,B,49943,0
RUA 2,9,1,2,C,,0
RUA 2,9,1,2,D,89666,0
RUA 2,9,1,2,E,,0
RUA 2,9,1,3,A,58499,0
RUA 2,9,1,3,B,52122,0
RUA 2,9,1,3,C,48200,0
RUA 2,9,1,3,D,87557,0
RUA 2,9,1,3,E,49945,0
RUA 2,9,1,4,A,58493,0
RUA 2,9,1,4,B,88301,0
RUA 2,9,1,4,C,55930,0
RUA 2,9,1,4,D,87558,0
RUA 2,9,1,4,E,,0
RUA 2,9,1,5,A,59017,0
RUA 2,9,1,5,B,53673,0
RUA 2,9,1,5,C,55212,0
RUA 2,9,1,5,D,89518,0
RUA 2,9,1,5,E,,0
RUA 2,9,1,6,A,88697,0
RUA 2,9,1,6,B,53677,0
RUA 2,9,1,6,C,72052,0
RUA 2,9,1,6,D,87950,0
RUA 2,9,1,6,E,,0
RUA 2,10,1,1,A,57504,0
RUA 2,10,1,1,B,75985,0
RUA 2,10,1,1,C,53794,0
RUA 2,10,1,1,D,87767,0
RUA 2,10,1,1,E,,0
RUA 2,10,1,2,A,88688,0
RUA 2,10,1,2,B,85124,0
RUA 2,10,1,2,C,88027,0
RUA 2,10,1,2,D,,0
RUA 2,10,1,2,E,,0
RUA 2,10,1,3,A,52140,0
RUA 2,10,1,3,B,51239,0
RUA 2,10,1,3,C,90953,0
RUA 2,10,1,3,D,,0
RUA 2,10,1,3,E,,0
RUA 2,10,1,4,A,30363,0
RUA 2,10,1,4,B,94750,0
RUA 2,10,1,4,C,96293,0
RUA 2,10,1,4,D,94610,0
RUA 2,10,1,4,E,,0
RUA 2,10,1,5,A,88694,0
RUA 2,10,1,5,B,51236,0
RUA 2,10,1,5,C,53511,0
RUA 2,10,1,5,D,53686,0
RUA 2,10,1,5,E,,0
RUA 2,10,1,6,A,,0
RUA 2,10,1,6,B,49960,0
RUA 2,10,1,6,C,51123,0
RUA 2,10,1,6,D,53353,0
RUA 2,10,1,6,E,,0
RUA 3,2,1,1,A,53521,0
