Nome estacao,Nr Rack,Area Linha Separaçao,Linha,Coluna,Codigo Material,Conferencia Obrigatoria
COLMÉIA,1,2,28,G,49901,0
COLMÉIA,1,2,28,H,86130,0
COLMÉIA,1,2,28,I,52794,0
COLMÉIA,1,2,28,J,04431,0
COLMÉIA,1,2,28,K,56923,0
COLMÉIA,1,2,28,L,59044,0
COLMÉIA,1,2,28,M,55239,0
COLMÉIA,1,2,28,N,49904,0
COLMÉIA,1,2,28,O,52618,0
COLMÉIA,1,2,28,P,57445,0
COLMÉIA,1,2,28,Q,84964,0
COLMÉIA,1,2,28,R,52619,0
COLMÉIA,1,2,28,S,75316,0
COLMÉIA,1,2,28,T,58626,0
COLMÉIA,1,2,29,A,55587,0
COLMÉIA,1,2,29,B,54755,0
COLMÉIA,1,2,29,C,30018,0
COLMÉIA,1,2,29,D,50704,0
COLMÉIA,1,2,29,E,85850,0
COLMÉIA,1,2,29,F,59049,0
COLMÉIA,1,2,29,G,81624,0
COLMÉIA,1,2,29,H,53758,0
COLMÉIA,1,2,29,I,44817,0
COLMÉIA,1,2,29,J,30181,0
COLMÉIA,1,2,29,K,82464,0
COLMÉIA,1,2,29,L,89234,0
COLMÉIA,1,2,29,M,85856,0
COLMÉIA,1,2,29,N,30017,0
COLMÉIA,1,2,29,O,53406,0
COLMÉIA,1,2,29,P,53386,0
COLMÉIA,1,2,29,Q,86353,0
COLMÉIA,1,2,29,R,56984,0
COLMÉIA,1,2,29,S,59043,0
COLMÉIA,1,2,29,T,04438,0
COLMÉIA,1,2,30,A,82065,0
COLMÉIA,1,2,30,B,56877,0
COLMÉIA,1,2,30,C,56872,0
COLMÉIA,1,2,30,D,30010,0
COLMÉIA,1,2,30,E,90108,0
COLMÉIA,1,2,30,F,82536,0
COLMÉIA,1,2,30,G,50706,0
COLMÉIA,1,2,30,H,84485,0
COLMÉIA,1,2,30,I,49909,0
COLMÉIA,1,2,30,J,54444,0
COLMÉIA,1,2,30,K,86129,0
COLMÉIA,1,2,30,L,56875,0
COLMÉIA,1,2,30,M,59689,0
COLMÉIA,1,2,30,N,49916,0
COLMÉIA,1,2,30,O,89980,0
COLMÉIA,1,2,30,P,30008,0
COLMÉIA,1,2,30,Q,56977,0
COLMÉIA,1,2,30,R,78957,0
COLMÉIA,1,2,30,S,77900,0
COLMÉIA,1,2,30,T,78923,0
COLMÉIA,1,2,31,A,50536,0
COLMÉIA,1,2,31,B,77918,0
COLMÉIA,1,2,31,C,58287,0
COLMÉIA,1,2,31,D,58286,0
COLMÉIA,1,2,31,E,75231,0
COLMÉIA,1,2,31,F,75315,0
COLMÉIA,1,2,31,G,47196,0
COLMÉIA,1,2,31,H,50713,0
COLMÉIA,1,2,31,I,75330,0
COLMÉIA,1,2,31,J,75353,0
COLMÉIA,1,2,31,K,50535,0
COLMÉIA,1,2,31,L,56985,0
COLMÉIA,1,2,31,M,55232,0
COLMÉIA,1,2,31,N,59706,0
COLMÉIA,1,2,31,O,84915,0
COLMÉIA,1,2,31,P,77835,0
COLMÉIA,1,2,31,Q,55502,0
COLMÉIA,1,2,31,R,52934,0
COLMÉIA,1,2,31,S,76663,0
COLMÉIA,1,2,31,T,75354,0
COLMÉIA,1,2,32,A,50537,0
COLMÉIA,1,2,32,B,88307,0
COLMÉIA,1,2,32,C,75293,0
COLMÉIA,1,2,32,D,52627,0
COLMÉIA,1,2,32,E,86865,0
COLMÉIA,1,2,32,F,75776,0
COLMÉIA,1,2,32,G,81728,0
COLMÉIA,1,2,32,H,58192,0
COLMÉIA,1,2,32,I,75356,0
COLMÉIA,1,2,32,J,75357,0
COLMÉIA,1,2,32,K,50530,0
COLMÉIA,1,2,32,L,56983,0
COLMÉIA,1,2,32,M,,0
COLMÉIA,1,2,32,N,56022,0
COLMÉIA,1,2,32,O,90105,0
COLMÉIA,1,2,32,P,53287,0
COLMÉIA,1,2,32,Q,92643,0
COLMÉIA,1,2,32,R,79470,0
COLMÉIA,1,2,32,S,79907,0
COLMÉIA,1,2,32,T,81155,0
COLMÉIA,1,2,33,A,87584,0
COLMÉIA,1,2,33,B,52861,0
COLMÉIA,1,2,33,C,79434,0
COLMÉIA,1,2,33,D,56021,0
COLMÉIA,1,2,33,E,57741,0
COLMÉIA,1,2,33,F,50412,0
COLMÉIA,1,2,33,G,47462,0
COLMÉIA,1,2,33,H,55983,0
COLMÉIA,1,2,33,I,93284,0
COLMÉIA,1,2,33,J,79906,0
COLMÉIA,1,2,33,K,50527,0
COLMÉIA,1,2,33,L,52860,0
COLMÉIA,1,2,33,M,85712,0
COLMÉIA,1,2,33,N,55733,0
COLMÉIA,1,2,33,O,04510,0
COLMÉIA,1,2,33,P,87223,0
COLMÉIA,1,2,33,Q,84922,0
COLMÉIA,1,2,33,R,84921,0
COLMÉIA,1,2,33,S,90663,0
COLMÉIA,1,2,33,T,88009,0
COLMÉIA,1,2,34,A,50529,0
COLMÉIA,1,2,34,B,86114,0
COLMÉIA,1,2,34,C,84881,0
COLMÉIA,1,2,34,D,52862,0
COLMÉIA,1,2,34,E,50252,0
COLMÉIA,1,2,34,F,52332,0
COLMÉIA,1,2,34,G,52310,0
COLMÉIA,1,2,34,H,79773,0
COLMÉIA,1,2,34,I,75358,0
COLMÉIA,1,2,34,J,92836,0
COLMÉIA,1,2,34,K,50533,0
COLMÉIA,1,2,34,L,75314,0
COLMÉIA,1,2,34,M,59887,0
COLMÉIA,1,2,34,N,85585,0
COLMÉIA,1,2,34,O,85586,0
COLMÉIA,1,2,34,P,83616,0
COLMÉIA,1,2,34,Q,53279,0
COLMÉIA,1,2,34,R,93283,0
COLMÉIA,1,2,34,S,79452,0
COLMÉIA,1,2,34,T,92838,0
COLMÉIA,1,2,35,A,50532,0
COLMÉIA,1,2,35,B,56913,0
COLMÉIA,1,2,35,C,79451,0
COLMÉIA,1,2,35,D,,0
COLMÉIA,1,2,35,E,75888,0
COLMÉIA,1,2,35,F,75394,0
COLMÉIA,1,2,35,G,81932,0
COLMÉIA,1,2,35,H,52867,0
COLMÉIA,1,2,35,I,,0
COLMÉIA,1,2,35,J,79908,0
COLMÉIA,1,2,35,K,87583,0
COLMÉIA,1,2,35,L,89236,0
COLMÉIA,1,2,35,M,56645,0
COLMÉIA,1,2,35,N,58234,0
COLMÉIA,1,2,35,O,49914,0
COLMÉIA,1,2,35,P,87030,0
COLMÉIA,1,2,35,Q,57850,0
COLMÉIA,1,2,35,R,84877,0
COLMÉIA,1,2,35,S,75355,0
COLMÉIA,1,2,35,T,83432,0
COLMÉIA,1,2,36,A,50525,0
COLMÉIA,1,2,36,B,56907,0
COLMÉIA,1,2,36,C,56957,0
COLMÉIA,1,2,36,D,57595,0
COLMÉIA,1,2,36,E,56910,0
COLMÉIA,1,2,36,F,55235,0
COLMÉIA,1,2,36,G,75890,0
COLMÉIA,1,2,36,H,56637,0
COLMÉIA,1,2,36,I,79776,0
COLMÉIA,1,2,36,J,56767,0
COLMÉIA,1,2,36,K,51022,0
COLMÉIA,1,2,36,L,56047,0
COLMÉIA,1,2,36,M,88741,0
COLMÉIA,1,2,36,N,87745,0
COLMÉIA,1,2,36,O,57444,0
COLMÉIA,1,2,36,P,51176,0
COLMÉIA,1,2,36,Q,75294,0
COLMÉIA,1,2,36,R,53398,0
COLMÉIA,1,2,36,S,51173,0
COLMÉIA,1,2,36,T,75217,0
COLMÉIA,1,2,37,A,84876,0
COLMÉIA,1,2,37,B,56874,0
COLMÉIA,1,2,37,C,55596,0
COLMÉIA,1,2,37,D,80479,0
COLMÉIA,1,2,37,E,56956,0
COLMÉIA,1,2,37,F,56958,0
COLMÉIA,1,2,37,G,56806,0
COLMÉIA,1,2,37,H,75309,0
COLMÉIA,1,2,37,I,50258,0
COLMÉIA,1,2,37,J,57073,0
COLMÉIA,1,2,37,K,56906,0
COLMÉIA,1,2,37,L,56959,0
COLMÉIA,1,2,37,M,01685,0
COLMÉIA,1,2,37,N,79365,0
COLMÉIA,1,2,37,O,93280,0
COLMÉIA,1,2,37,P,81638,0
COLMÉIA,1,2,37,Q,70882,0
COLMÉIA,1,2,37,R,79536,0
COLMÉIA,1,2,37,S,79440,0
COLMÉIA,1,2,37,T,79779,0
COLMÉIA,1,2,38,A,56960,0
COLMÉIA,1,2,38,B,56909,0
COLMÉIA,1,2,38,C,56912,0
COLMÉIA,1,2,38,D,77016,0
COLMÉIA,1,2,38,E,88010,0
COLMÉIA,1,2,38,F,90047,0
COLMÉIA,1,2,38,G,90048,0
COLMÉIA,1,2,38,H,94188,0
COLMÉIA,1,2,38,I,75393,0
COLMÉIA,1,2,38,J,37516,0
COLMÉIA,1,2,38,K,82605,0
COLMÉIA,1,2,38,L,76661,0
COLMÉIA,1,2,38,M,55977,0
COLMÉIA,1,2,38,N,56911,0
COLMÉIA,1,2,38,O,90046,0
COLMÉIA,1,2,38,P,77017,0
COLMÉIA,1,2,38,Q,75889,0
COLMÉIA,1,2,38,R,84895,0
COLMÉIA,1,2,38,S,37515,0
COLMÉIA,1,2,38,T,94189,0
COLMÉIA,1,2,39,A,56961,0
COLMÉIA,1,2,39,B,55237,0
COLMÉIA,1,2,39,C,55230,0
COLMÉIA,1,2,39,D,75383,0
COLMÉIA,1,2,39,E,90115,0
COLMÉIA,1,2,39,F,86134,0
COLMÉIA,1,2,39,G,94330,0
COLMÉIA,1,2,39,H,80444,0
COLMÉIA,1,2,39,I,55236,0
COLMÉIA,1,2,39,J,86131,0
COLMÉIA,1,2,39,K,93309,0
COLMÉIA,1,2,39,L,93902,0
COLMÉIA,1,2,39,M,77917,0
COLMÉIA,1,2,39,N,90116,0
COLMÉIA,1,2,39,O,87520,0
COLMÉIA,1,2,39,P,79439,0
COLMÉIA,1,2,39,Q,90101,0
COLMÉIA,1,2,39,R,93278,0
COLMÉIA,1,2,39,S,89255,0
COLMÉIA,1,2,39,T,92298,0
COLMÉIA,1,2,40,A,92918,0
COLMÉIA,1,2,40,B,87439,0
COLMÉIA,1,2,40,C,79483,0
COLMÉIA,1,2,40,D,90475,0
COLMÉIA,1,2,40,E,87457,0
COLMÉIA,1,2,40,F,87403,0
COLMÉIA,1,2,40,G,52913,0
COLMÉIA,1,2,40,H,82543,0
COLMÉIA,1,2,40,I,90102,0
COLMÉIA,1,2,40,J,90100,0
COLMÉIA,1,2,40,K,52325,0
COLMÉIA,1,2,40,L,52350,0
COLMÉIA,1,2,40,M,92677,0
COLMÉIA,1,2,40,N,95312,0
COLMÉIA,1,2,40,O,89061,0
COLMÉIA,1,2,40,P,53742,0
COLMÉIA,1,2,40,Q,58191,0
COLMÉIA,1,2,40,R,87040,0
COLMÉIA,1,2,40,S,84874,0
COLMÉIA,1,2,40,T,84859,0
COLMÉIA,1,2,41,A,55891,0
COLMÉIA,1,2,41,B,55889,0
COLMÉIA,1,2,41,C,55887,0
COLMÉIA,1,2,41,D,55894,0
COLMÉIA,1,2,41,E,89485,0
COLMÉIA,1,2,41,F,82547,0
COLMÉIA,1,2,41,G,88521,0
COLMÉIA,1,2,41,H,55899,0
COLMÉIA,1,2,41,I,55902,0
COLMÉIA,1,2,41,J,55884,0
COLMÉIA,1,2,41,K,58997,0
COLMÉIA,1,2,41,L,58994,0
COLMÉIA,1,2,41,M,87047,0
COLMÉIA,1,2,41,N,53320,0
COLMÉIA,1,2,41,O,71807,0
COLMÉIA,1,2,41,P,54514,0
COLMÉIA,1,2,41,Q,55874,0
COLMÉIA,1,2,41,R,59002,0
COLMÉIA,1,2,41,S,55841,0
COLMÉIA,1,2,41,T,55838,0
COLMÉIA,1,2,42,A,53311,0
COLMÉIA,1,2,42,B,87434,0
COLMÉIA,1,2,42,C,55592,0
COLMÉIA,1,2,42,D,53299,0
COLMÉIA,1,2,42,E,58998,0
COLMÉIA,1,2,42,F,53294,0
COLMÉIA,1,2,42,G,53322,0
COLMÉIA,1,2,42,H,56808,0
COLMÉIA,1,2,42,I,53321,0
COLMÉIA,1,2,42,J,56873,0
COLMÉIA,1,2,42,K,53305,0
COLMÉIA,1,2,42,L,53296,0
COLMÉIA,1,2,42,M,59388,0
COLMÉIA,1,2,42,N,58990,0
COLMÉIA,1,2,42,O,53298,0
COLMÉIA,1,2,42,P,85852,0
COLMÉIA,1,2,42,Q,75312,0
COLMÉIA,1,2,42,R,56869,0
COLMÉIA,1,2,42,S,55893,0
COLMÉIA,1,2,42,T,55888,0
COLMÉIA,1,2,43,A,53300,0
COLMÉIA,1,2,43,B,53290,0
COLMÉIA,1,2,43,C,53309,0
COLMÉIA,1,2,43,D,53292,0
COLMÉIA,1,2,43,E,54613,0
COLMÉIA,1,2,43,F,54612,0
COLMÉIA,1,2,43,G,82542,0
COLMÉIA,1,2,43,H,59383,0
COLMÉIA,1,2,43,I,54515,0
COLMÉIA,1,2,43,J,54513,0
COLMÉIA,1,2,43,K,58982,0
COLMÉIA,1,2,43,L,88666,0
COLMÉIA,1,2,43,M,56052,0
COLMÉIA,1,2,43,N,88597,0
COLMÉIA,1,2,43,O,88669,0
COLMÉIA,1,2,43,P,83735,0
COLMÉIA,1,2,43,Q,54614,0
COLMÉIA,1,2,43,R,56807,0
COLMÉIA,1,2,43,S,01806,0
COLMÉIA,1,2,43,T,,0
COLMÉIA,1,2,44,A,53310,0
COLMÉIA,1,2,44,B,51279,0
COLMÉIA,1,2,44,C,57742,0
COLMÉIA,1,2,44,D,56855,0
COLMÉIA,1,2,44,E,89459,0
COLMÉIA,1,2,44,F,57810,0
COLMÉIA,1,2,44,G,53304,0
COLMÉIA,1,2,44,H,53291,0
COLMÉIA,1,2,44,I,53293,0
COLMÉIA,1,2,44,J,88662,0
COLMÉIA,1,2,44,K,58981,0
COLMÉIA,1,2,44,L,87041,0
COLMÉIA,1,2,44,M,55446,0
COLMÉIA,1,2,44,N,75310,0
COLMÉIA,1,2,44,O,49403,0
COLMÉIA,1,2,44,P,53307,0
COLMÉIA,1,2,44,Q,75273,0
COLMÉIA,1,2,44,R,,0
COLMÉIA,1,2,44,S,,0
COLMÉIA,1,2,44,T,81558,0
COLMÉIA,1,2,45,A,04480,0
COLMÉIA,1,2,45,B,57781,0
COLMÉIA,1,2,45,C,53297,0
COLMÉIA,1,2,45,D,57806,0
COLMÉIA,1,2,45,E,53306,0
COLMÉIA,1,2,45,F,88663,0
COLMÉIA,1,2,45,G,75325,0
COLMÉIA,1,2,45,H,88016,0
COLMÉIA,1,2,45,I,59034,0
COLMÉIA,1,2,45,J,56979,0
COLMÉIA,1,2,45,K,88129,0
COLMÉIA,1,2,45,L,75286,0
COLMÉIA,1,2,45,M,59000,0
COLMÉIA,1,2,45,N,50572,0
COLMÉIA,1,2,45,O,58992,0
COLMÉIA,1,2,45,P,96743,0
COLMÉIA,1,2,45,Q,59003,0
COLMÉIA,1,2,45,R,45553,0
COLMÉIA,1,2,45,S,75365,0
COLMÉIA,1,2,45,T,75285,0
COLMÉIA,1,2,46,A,88665,0
COLMÉIA,1,2,46,B,83768,0
COLMÉIA,1,2,46,C,57811,0
COLMÉIA,1,2,46,D,55736,0
COLMÉIA,1,2,46,E,55735,0
COLMÉIA,1,2,46,F,81557,0
COLMÉIA,1,2,46,G,75303,0
COLMÉIA,1,2,46,H,75319,0
COLMÉIA,1,2,46,I,53308,0
COLMÉIA,1,2,46,J,75302,0
COLMÉIA,1,2,46,K,58986,0
COLMÉIA,1,2,46,L,89469,0
COLMÉIA,1,2,46,M,88620,0
COLMÉIA,1,2,46,N,58288,0
COLMÉIA,1,2,46,O,88610,0
COLMÉIA,1,2,46,P,87042,0
COLMÉIA,1,2,46,Q,53312,0
COLMÉIA,1,2,46,R,90140,0
COLMÉIA,1,2,46,S,75379,0
COLMÉIA,1,2,46,T,75275,0
COLMÉIA,1,2,47,A,81642,0
COLMÉIA,1,2,47,B,56946,0
COLMÉIA,1,2,47,C,55229,0
COLMÉIA,1,2,47,D,75308,0
COLMÉIA,1,2,47,E,55734,0
COLMÉIA,1,2,47,F,58190,0
COLMÉIA,1,2,47,G,81550,0
COLMÉIA,1,2,47,H,,0
COLMÉIA,1,2,47,I,83427,0
COLMÉIA,1,2,47,J,75295,0
COLMÉIA,1,2,47,K,58991,0
COLMÉIA,1,2,47,L,81646,0
COLMÉIA,1,2,47,M,56862,0
COLMÉIA,1,2,47,N,81130,0
COLMÉIA,1,2,47,O,56724,0
COLMÉIA,1,2,47,P,75298,0
COLMÉIA,1,2,47,Q,77819,0
COLMÉIA,1,2,47,R,88591,0
COLMÉIA,1,2,47,S,75280,0
COLMÉIA,1,2,47,T,83433,0
COLMÉIA,1,2,48,A,56729,0
COLMÉIA,1,2,48,B,56727,0
COLMÉIA,1,2,48,C,56728,0
COLMÉIA,1,2,48,D,56725,0
COLMÉIA,1,2,48,E,58289,0
COLMÉIA,1,2,48,F,57828,0
COLMÉIA,1,2,48,G,,0
COLMÉIA,1,2,48,H,,0
COLMÉIA,1,2,48,I,57821,0
COLMÉIA,1,2,48,J,,0
COLMÉIA,1,2,48,K,,0
COLMÉIA,1,2,48,L,56726,0
COLMÉIA,1,2,48,M,75269,0
COLMÉIA,1,2,48,N,56947,0
COLMÉIA,1,2,48,O,57826,0
COLMÉIA,1,2,48,P,53301,0
COLMÉIA,1,2,48,Q,57825,0
COLMÉIA,1,2,48,R,,0
COLMÉIA,1,2,48,S,56720,0
COLMÉIA,1,2,48,T,57820,0
COLMÉIA,1,2,49,A,56866,0
COLMÉIA,1,2,49,B,54525,0
COLMÉIA,1,2,49,C,56721,0
COLMÉIA,1,2,49,D,56846,0
COLMÉIA,1,2,49,E,56853,0
COLMÉIA,1,2,49,F,56905,0
COLMÉIA,1,2,49,G,56722,0
COLMÉIA,1,2,49,H,88664,0
COLMÉIA,1,2,49,I,56942,0
COLMÉIA,1,2,49,J,77816,0
COLMÉIA,1,2,49,K,,0
COLMÉIA,1,2,49,L,56948,0
COLMÉIA,1,2,49,M,56858,0
COLMÉIA,1,2,49,N,75221,0
COLMÉIA,1,2,49,O,88600,0
COLMÉIA,1,2,49,P,81554,0
COLMÉIA,1,2,49,Q,86603,0
COLMÉIA,1,2,49,R,77826,0
COLMÉIA,1,2,49,S,56941,0
COLMÉIA,1,2,49,T,75281,0
COLMÉIA,1,2,50,A,56849,0
COLMÉIA,1,2,50,B,56847,0
COLMÉIA,1,2,50,C,58996,0
COLMÉIA,1,2,50,D,56848,0
COLMÉIA,1,2,50,E,56962,0
COLMÉIA,1,2,50,F,56854,0
COLMÉIA,1,2,50,G,56850,0
COLMÉIA,1,2,50,H,,0
COLMÉIA,1,2,50,I,51189,0
COLMÉIA,1,2,50,J,56943,0
COLMÉIA,1,2,50,K,,0
COLMÉIA,1,2,50,L,75277,0
COLMÉIA,1,2,50,M,56859,0
COLMÉIA,1,2,50,N,53186,0
COLMÉIA,1,2,50,O,57753,0
COLMÉIA,1,2,50,P,49924,0
COLMÉIA,1,2,50,Q,,0
COLMÉIA,1,2,50,R,75376,0
COLMÉIA,1,2,50,S,57616,0
COLMÉIA,1,2,50,T,,0
COLMÉIA,1,2,51,A,75369,0
COLMÉIA,1,2,51,B,75371,0
COLMÉIA,1,2,51,C,75373,0
COLMÉIA,1,2,51,D,57822,0
COLMÉIA,1,2,51,E,75377,0
COLMÉIA,1,2,51,F,56723,0
COLMÉIA,1,2,51,G,56978,0
COLMÉIA,1,2,51,H,75296,0
COLMÉIA,1,2,51,I,,0
COLMÉIA,1,2,51,J,50049,0
COLMÉIA,1,2,51,K,,0
COLMÉIA,1,2,51,L,58983,0
COLMÉIA,1,2,51,M,56860,0
COLMÉIA,1,2,51,N,56945,0
COLMÉIA,1,2,51,O,56944,0
COLMÉIA,1,2,51,P,88602,0
COLMÉIA,1,2,51,Q,56852,0
COLMÉIA,1,2,51,R,51186,0
COLMÉIA,1,2,51,S,51187,0
COLMÉIA,1,2,51,T,77898,0
COLMÉIA,1,2,52,A,75368,0
COLMÉIA,1,2,52,B,75363,0
COLMÉIA,1,2,52,C,79499,0
COLMÉIA,1,2,52,D,75288,0
COLMÉIA,1,2,52,E,56974,0
COLMÉIA,1,2,52,F,77552,0
COLMÉIA,1,2,52,G,75378,0
COLMÉIA,1,2,52,H,75370,0
COLMÉIA,1,2,52,I,82612,0
COLMÉIA,1,2,52,J,75289,0
COLMÉIA,1,2,52,K,75361,0
COLMÉIA,1,2,52,L,84946,0
COLMÉIA,1,2,52,M,75366,0
COLMÉIA,1,2,52,N,82450,0
COLMÉIA,1,2,52,O,,0
COLMÉIA,1,2,52,P,56732,0
COLMÉIA,1,2,52,Q,56851,0
COLMÉIA,1,2,52,R,75299,0
COLMÉIA,1,2,52,S,56733,0
COLMÉIA,1,2,52,T,55240,0
COLMÉIA,1,2,53,A,55968,0
COLMÉIA,1,2,53,B,59125,0
COLMÉIA,1,2,53,C,56025,0
COLMÉIA,1,2,53,D,95024,0
COLMÉIA,1,2,53,E,56844,0
COLMÉIA,1,2,53,F,01786,0
COLMÉIA,1,2,53,G,79459,0
COLMÉIA,1,2,53,H,86154,0
COLMÉIA,1,2,53,I,56737,0
COLMÉIA,1,2,53,J,82429,0
COLMÉIA,1,2,53,K,82415,0
COLMÉIA,1,2,53,L,82417,0
COLMÉIA,1,2,53,M,51473,0
COLMÉIA,1,2,53,N,84880,0
COLMÉIA,1,2,53,O,77551,0
COLMÉIA,1,2,53,P,77553,0
COLMÉIA,1,2,53,Q,77555,0
COLMÉIA,1,2,53,R,59681,0
COLMÉIA,1,2,53,S,89789,0
COLMÉIA,1,2,53,T,77561,0
COLMÉIA,1,2,54,A,77563,0
COLMÉIA,1,2,54,B,82433,0
COLMÉIA,1,2,54,C,51348,0
COLMÉIA,1,2,54,D,79500,0
COLMÉIA,1,2,54,E,46555,0
COLMÉIA,1,2,54,F,57206,0
COLMÉIA,1,2,54,G,57606,0
COLMÉIA,1,2,54,H,57211,0
COLMÉIA,1,2,54,I,,0
COLMÉIA,1,2,54,J,77340,0
COLMÉIA,1,2,54,K,79495,0
COLMÉIA,1,2,54,L,79497,0
COLMÉIA,1,2,54,M,79498,0
COLMÉIA,1,2,54,N,94631,0
COLMÉIA,1,2,54,O,56926,0
COLMÉIA,1,2,54,P,59580,0
COLMÉIA,1,2,54,Q,57074,0
COLMÉIA,1,2,54,R,56924,0
COLMÉIA,1,2,54,S,84739,0
COLMÉIA,1,2,54,T,52864,0
COLMÉIA,1,2,55,A,77342,0
COLMÉIA,1,2,55,B,55670,0
COLMÉIA,1,2,55,C,87268,0
COLMÉIA,1,2,55,D,,0
COLMÉIA,1,2,55,E,56930,0
COLMÉIA,1,2,55,F,56928,0
COLMÉIA,1,2,55,G,56899,0
COLMÉIA,1,2,55,H,56881,0
COLMÉIA,1,2,55,I,86866,0
COLMÉIA,1,2,55,J,56925,0
COLMÉIA,1,2,55,K,77550,0
COLMÉIA,1,2,55,L,56670,0
COLMÉIA,1,2,55,M,56891,0
COLMÉIA,1,2,55,N,56897,0
COLMÉIA,1,2,55,O,56900,0
COLMÉIA,1,2,55,P,51349,0
COLMÉIA,1,2,55,Q,56927,0
COLMÉIA,1,2,55,R,56931,0
COLMÉIA,1,2,55,S,56929,0
COLMÉIA,1,2,55,T,77834,0
COLMÉIA,1,2,56,A,56895,0
COLMÉIA,1,2,56,B,56896,0
COLMÉIA,1,2,56,C,56887,0
COLMÉIA,1,2,56,D,55426,0
COLMÉIA,1,2,56,E,56447,0
COLMÉIA,1,2,56,F,59697,0
COLMÉIA,1,2,56,G,56903,0
COLMÉIA,1,2,56,H,56884,0
COLMÉIA,1,2,56,I,56883,0
COLMÉIA,1,2,56,J,57607,0
COLMÉIA,1,2,56,K,86555,0
COLMÉIA,1,2,56,L,,0
COLMÉIA,1,2,56,M,56898,0
COLMÉIA,1,2,56,N,56882,0
COLMÉIA,1,2,56,O,56894,0
COLMÉIA,1,2,56,P,56885,0
COLMÉIA,1,2,56,Q,79364,0
COLMÉIA,1,2,56,R,75271,0
COLMÉIA,1,2,56,S,57608,0
COLMÉIA,1,2,56,T,,0
COLMÉIA,1,2,57,A,55985,0
COLMÉIA,1,2,57,B,56921,0
COLMÉIA,1,2,57,C,56892,0
COLMÉIA,1,2,57,D,56880,0
COLMÉIA,1,2,57,E,55880,0
COLMÉIA,1,2,57,F,49905,0
COLMÉIA,1,2,57,G,55881,0
COLMÉIA,1,2,57,H,56901,0
COLMÉIA,1,2,57,I,,0
COLMÉIA,1,2,57,J,56878,0
COLMÉIA,1,2,57,K,56879,0
COLMÉIA,1,2,57,L,56904,0
COLMÉIA,1,2,57,M,86538,0
COLMÉIA,1,2,57,N,57072,0
COLMÉIA,1,2,57,O,77903,0
COLMÉIA,1,2,57,P,56890,0
COLMÉIA,1,2,57,Q,84752,0
COLMÉIA,1,2,57,R,49906,0
COLMÉIA,1,2,57,S,56902,0
COLMÉIA,1,2,57,T,,0
COLMÉIA,1,2,58,A,84808,0
COLMÉIA,1,2,58,B,52214,0
COLMÉIA,1,2,58,C,58182,0
COLMÉIA,1,2,58,D,57208,0
COLMÉIA,1,2,58,E,58179,0
COLMÉIA,1,2,58,F,55955,0
COLMÉIA,1,2,58,G,55956,0
COLMÉIA,1,2,58,H,,0
COLMÉIA,1,2,58,I,83766,0
COLMÉIA,1,2,58,J,57675,0
COLMÉIA,1,2,58,K,58180,0
COLMÉIA,1,2,58,L,,0
COLMÉIA,1,2,58,M,87480,0
COLMÉIA,1,2,58,N,51892,0
COLMÉIA,1,2,58,O,49899,0
COLMÉIA,1,2,58,P,56888,0
COLMÉIA,1,2,58,Q,56889,0
COLMÉIA,1,2,58,R,77899,0
COLMÉIA,1,2,58,S,94673,0
COLMÉIA,1,2,58,T,58189,0
COLMÉIA,1,2,59,A,83894,0
COLMÉIA,1,2,59,B,,0
COLMÉIA,1,2,59,C,59355,0
COLMÉIA,1,2,59,D,58186,0
COLMÉIA,1,2,59,E,59024,0
COLMÉIA,1,2,59,F,57360,0
COLMÉIA,1,2,59,G,,0
COLMÉIA,1,2,59,H,56893,0
COLMÉIA,1,2,59,I,81556,0
COLMÉIA,1,2,59,J,87252,0
COLMÉIA,1,2,59,K,50052,0
COLMÉIA,1,2,59,L,52832,0
COLMÉIA,1,2,59,M,56464,0
COLMÉIA,1,2,59,N,59413,0
COLMÉIA,1,2,59,O,75300,0
COLMÉIA,1,2,59,P,59356,0
COLMÉIA,1,2,59,Q,56870,0
COLMÉIA,1,2,59,R,59357,0
COLMÉIA,1,2,59,S,59386,0
COLMÉIA,1,2,59,T,81559,0
COLMÉIA,1,2,60,A,59354,0
COLMÉIA,1,2,60,B,04520,0
COLMÉIA,1,2,60,C,51888,0
COLMÉIA,1,2,60,D,59411,0
COLMÉIA,1,2,60,E,59410,0
COLMÉIA,1,2,60,F,57219,0
COLMÉIA,1,2,60,G,75276,0
COLMÉIA,1,2,60,H,45593,0
COLMÉIA,1,2,60,I,58299,0
COLMÉIA,1,2,60,J,84753,0
COLMÉIA,1,2,60,K,77129,0
COLMÉIA,1,2,60,L,59412,0
COLMÉIA,1,2,60,M,59417,0
COLMÉIA,1,2,60,N,94867,0
COLMÉIA,1,2,60,O,49562,0
COLMÉIA,1,2,60,P,59382,0
COLMÉIA,1,2,60,Q,59409,0
COLMÉIA,1,2,60,R,59393,0
COLMÉIA,1,2,60,S,59399,0
COLMÉIA,1,2,60,T,55408,0
COLMÉIA,1,2,61,A,59385,0
COLMÉIA,1,2,61,B,59398,0
COLMÉIA,1,2,61,C,59400,0
COLMÉIA,1,2,61,D,59401,0
COLMÉIA,1,2,61,E,59392,0
COLMÉIA,1,2,61,F,59394,0
COLMÉIA,1,2,61,G,59402,0
COLMÉIA,1,2,61,H,56868,0
COLMÉIA,1,2,61,I,86673,0
COLMÉIA,1,2,61,J,59130,0
COLMÉIA,1,2,61,K,86296,0
